Episode =    1, score= 55.084 (best= 55.084, step=37, avg_reward=  1.489, worst=  1.730,  z-Pos=11.353032794193092, z-Vel=3.110647413244855, z-target=10.0)
Episode =  665, score= 52.282 (best= 72.260, step=45, avg_reward=  1.162, worst=  0.392,  z-Pos=11.320208475452262, z-Vel=3.462899670788143, z-target=10.0)
Episode =  666, score= 52.777 (best= 72.260, step=43, avg_reward=  1.227, worst=  0.392,  z-Pos=11.344308066710564, z-Vel=3.401224578276985, z-target=10.0)
Episode =  667, score= 50.627 (best= 72.260, step=43, avg_reward=  1.177, worst=  0.392,  z-Pos=11.353302793266616, z-Vel=3.50108559388732, z-target=10.0)
Episode =  668, score= 62.952 (best= 72.260, step=41, avg_reward=  1.535, worst=  0.392,  z-Pos=11.328112081786536, z-Vel=3.1662120720673474, z-target=10.0)
Episode =  669, score= 51.750 (best= 72.260, step=49, avg_reward=  1.056, worst=  0.392,  z-Pos=11.366851100766356, z-Vel=3.656884844062652, z-target=10.0)
Episode =  670, score= 61.825 (best= 72.260, step=41, avg_reward=  1.508, worst=  0.392,  z-Pos=11.344141738121788, z-Vel=3.060743042381486, z-target=10.0)
Episode =  671, score= 55.160 (best= 72.260, step=45, avg_reward=  1.226, worst=  0.392,  z-Pos=11.346171313696251, z-Vel=3.3617957057850654, z-target=10.0)
Episode =  672, score= 52.019 (best= 72.260, step=41, avg_reward=  1.269, worst=  0.392,  z-Pos=11.37510256794662, z-Vel=3.407052787478774, z-target=10.0)
Episode =  673, score= 55.773 (best= 72.260, step=48, avg_reward=  1.162, worst=  0.392,  z-Pos=11.378074982892365, z-Vel=3.482042119924993, z-target=10.0)
Episode =  674, score= 54.870 (best= 72.260, step=45, avg_reward=  1.219, worst=  0.392,  z-Pos=11.371523632097242, z-Vel=3.411736189122732, z-target=10.0)
Episode =  675, score= 54.122 (best= 72.260, step=37, avg_reward=  1.463, worst=  0.392,  z-Pos=11.360520778350448, z-Vel=2.9884344352342938, z-target=10.0)
Episode =  676, score= 55.009 (best= 72.260, step=41, avg_reward=  1.342, worst=  0.392,  z-Pos=11.359888042870189, z-Vel=3.299990396319012, z-target=10.0)
Episode =  677, score= 37.398 (best= 72.260, step=29, avg_reward=  1.290, worst=  0.392,  z-Pos=11.332232811127462, z-Vel=2.228105850433533, z-target=10.0)
Episode =  678, score= 56.219 (best= 72.260, step=42, avg_reward=  1.339, worst=  0.392,  z-Pos=11.31896223185015, z-Vel=3.251640869187142, z-target=10.0)
Episode =  679, score= 62.122 (best= 72.260, step=41, avg_reward=  1.515, worst=  0.392,  z-Pos=11.327823689526479, z-Vel=3.053635676915452, z-target=10.0)
Episode =  680, score= 60.850 (best= 72.260, step=40, avg_reward=  1.521, worst=  0.392,  z-Pos=11.327470576224545, z-Vel=3.115516623142835, z-target=10.0)
Episode =  681, score= 65.535 (best= 72.260, step=43, avg_reward=  1.524, worst=  0.392,  z-Pos=11.349328197414753, z-Vel=3.10685221304201, z-target=10.0)
Episode =  682, score= 53.159 (best= 72.260, step=41, avg_reward=  1.297, worst=  0.392,  z-Pos=11.357904792411277, z-Vel=3.3528076936869833, z-target=10.0)
Episode =  683, score= 55.549 (best= 72.260, step=37, avg_reward=  1.501, worst=  0.392,  z-Pos=11.324724157498272, z-Vel=3.095515766136118, z-target=10.0)
Episode =  684, score= 55.311 (best= 72.260, step=40, avg_reward=  1.383, worst=  0.392,  z-Pos=11.348986791398467, z-Vel=3.261239579211883, z-target=10.0)
Episode =  685, score= 56.909 (best= 72.260, step=39, avg_reward=  1.459, worst=  0.392,  z-Pos=11.35950643026595, z-Vel=2.9069388486395757, z-target=10.0)
Episode =  686, score= 56.852 (best= 72.260, step=42, avg_reward=  1.354, worst=  0.392,  z-Pos=11.347069451057331, z-Vel=3.2694747847295638, z-target=10.0)
Episode =  687, score= 53.695 (best= 72.260, step=44, avg_reward=  1.220, worst=  0.392,  z-Pos=11.32285373528926, z-Vel=3.3898173114874015, z-target=10.0)
Episode =  688, score= 54.179 (best= 72.260, step=45, avg_reward=  1.204, worst=  0.392,  z-Pos=11.341720940887337, z-Vel=3.410545351524969, z-target=10.0)
Episode =  689, score= 49.067 (best= 72.260, step=51, avg_reward=  0.962, worst=  0.392,  z-Pos=11.380563152451968, z-Vel=3.8821103335883644, z-target=10.0)
Episode =  690, score= 58.973 (best= 72.260, step=42, avg_reward=  1.404, worst=  0.392,  z-Pos=11.32654702832406, z-Vel=3.20888266758234, z-target=10.0)
Episode =  691, score= 54.326 (best= 72.260, step=41, avg_reward=  1.325, worst=  0.392,  z-Pos=11.338195235319386, z-Vel=3.300497002621172, z-target=10.0)
Episode =  692, score= 59.851 (best= 72.260, step=44, avg_reward=  1.360, worst=  0.392,  z-Pos=11.380524181528823, z-Vel=3.280528814700692, z-target=10.0)
Episode =  693, score= 60.078 (best= 72.260, step=40, avg_reward=  1.502, worst=  0.392,  z-Pos=11.369984866856864, z-Vel=3.1315615618307646, z-target=10.0)
Episode =  694, score= 51.403 (best= 72.260, step=41, avg_reward=  1.254, worst=  0.392,  z-Pos=11.34327111417571, z-Vel=3.4063969878147713, z-target=10.0)
Episode =  695, score= 55.657 (best= 72.260, step=38, avg_reward=  1.465, worst=  0.392,  z-Pos=11.356329423144944, z-Vel=2.9542281720020953, z-target=10.0)
Episode =  696, score= 62.640 (best= 72.260, step=42, avg_reward=  1.491, worst=  0.392,  z-Pos=11.372643799588708, z-Vel=3.027897583873979, z-target=10.0)
Episode =  697, score= 62.028 (best= 72.260, step=41, avg_reward=  1.513, worst=  0.392,  z-Pos=11.349566099536286, z-Vel=3.102324443523646, z-target=10.0)
Episode =  698, score= 57.965 (best= 72.260, step=39, avg_reward=  1.486, worst=  0.392,  z-Pos=11.324363385434328, z-Vel=2.9456059337101586, z-target=10.0)
Episode =  699, score= 52.430 (best= 72.260, step=36, avg_reward=  1.456, worst=  0.392,  z-Pos=11.322615606106401, z-Vel=2.870366108603139, z-target=10.0)
Episode =  700, score= 62.395 (best= 72.260, step=42, avg_reward=  1.486, worst=  0.392,  z-Pos=11.32726041046219, z-Vel=2.878130678822848, z-target=10.0)
